rank,name,state,revenue,growth,industry,workers,founded,yrs_on_list,previous_workers,metro,city
4420,iVision,GA,66 Million,67.4293,IT Management,127,2004,9,99,Atlanta,Atlanta
4421,Groggy Dog Sportswear & Graphic Design,TX,4.3 Million,67.4283,Business Products & Services,40,2000,1,28,Dallas,Denton
4422,Momentum Telecom,GA,97.6 Million,67.4205,Telecommunications,384,2001,4,395,"Birmingham, AL",Kennesaw
4423,Parker's,GA,492.6 Million,67.4085,Retail,833,1976,5,543,,Savannah
4424,Walker Elliott,TX,3.6 Million,67.389,Human Resources,20,2006,4,20,,Houston
4425,InboundProspect,CA,3 Million,67.3535,Advertising & Marketing,4,2003,2,2,Los Angeles,Newport Beach
4426,Big Data Supply,CA,2.2 Million,67.3503,Computer Hardware,9,2012,2,4,Los Angeles,Santa Ana
4427,Comtec Cloud Management Company,NJ,4.2 Million,67.3444,Telecommunications,28,1988,1,25,,Vineland
4428,VDart,GA,132.9 Million,67.3412,IT Management,753,2007,7,389,Atlanta,Alpharetta
4429,Hasko Trading,CA,4.9 Million,67.2422,Manufacturing,22,2014,1,46,Los Angeles,Santa Fe Springs
4430,Groover Seminars,CO,2.8 Million,67.2172,Education,13,2010,1,8,,Loveland
4431,Freight Management Team,OH,4.1 Million,67.2051,Logistics & Transportation,9,2012,1,3,Cleveland,Lakewood
4432,Trelevate,AZ,7.5 Million,67.193,Business Products & Services,122,2012,3,74,Phoenix,Phoenix
4433,Interglass Corp,FL,25.3 Million,67.1183,Manufacturing,72,2004,1,49,Miami,Miami
4434,Impact Advisors,IL,84.8 Million,67.0845,Health,223,2007,5,162,Chicago,Naperville
4435,TGRP Solutions,CO,4.5 Million,67.0739,Business Products & Services,31,2010,1,31,Denver,Englewood
4436,Karavan Trailers,WI,68.6 Million,67.0365,Manufacturing,256,1986,1,209,,Fox Lake
4437,Pyramid Dental Integration,VA,4.9 Million,66.9798,Health,42,2010,1,12,"Washington, DC",Vienna
4438,Exclusive Concepts,MA,10.9 Million,66.9707,Advertising & Marketing,70,1997,9,45,Boston,Burlington
4439,Adler Windows,NY,25.7 Million,66.9568,Construction,105,1986,6,70,New York City,New York
4440,MyJobHelper.com,NY,12.7 Million,66.9245,Business Products & Services,13,2012,4,13,New York City,New York
4441,Aggressor Adventures,GA,42.3 Million,66.8651,Travel & Hospitality,32,2007,1,28,,Augusta
4442,Ware Malcomb,CA,103.8 Million,66.8427,Engineering,522,1972,2,303,Los Angeles,Irvine
4443,Resonate,VA,43.1 Million,66.8423,Software,101,2008,7,81,"Washington, DC",Reston
4444,Classic Rock Fabrication,PA,16.3 Million,66.8343,Manufacturing,97,2006,1,64,,Harrisburg
4445,WGroup,PA,26.1 Million,66.8342,IT Management,80,2004,2,36,Philadelphia,Radnor
4446,Gaspar Insurance Services,CA,5.8 Million,66.8334,Insurance,46,2008,2,25,Los Angeles,WOODLAND HILLS
4447,PJP Marketing,NY,2.1 Million,66.7943,Advertising & Marketing,1,2010,2,1,New York City,Smithtown
4448,Exact Solar,PA,2.4 Million,66.7941,Energy,13,2005,3,4,Philadelphia,Yardley
4449,Revel Interactive,CO,2 Million,66.7877,Advertising & Marketing,19,2011,1,9,Denver,Denver
4450,JMJS,PA,70.7 Million,66.7723,Business Products & Services,86,2009,6,38,"Pittsburgh, PA",Smock
4451,Taradel,VA,18.1 Million,66.7144,Advertising & Marketing,31,2003,12,23,"Richmond, VA",Glen Allen
4452,Zoom Technical Services,MA,10.5 Million,66.6677,Business Products & Services,21,2004,4,16,Boston,Woburn
4453,POP Yachts,FL,8.7 Million,66.582,Consumer Products & Services,22,2009,2,18,"Sarasota-Bradenton-Venice, FL",SARASOTA
4454,Critical Link,NY,12.7 Million,66.5781,Engineering,43,1997,2,38,,Syracuse
4455,HMS Global Maritime,IN,125.7 Million,66.5699,Travel & Hospitality,517,2011,1,430,"Louisville/Jefferson County, KY-IN",New Albany
4456,Stored Technology Solutions,NY,7.4 Million,66.5663,IT Services,50,2010,3,26,,Queensbury
4457,HNH Investment LP,TX,2.3 Million,66.5641,Retail,7,2009,1,7,,College Station
4458,Momentum Consulting,FL,29.3 Million,66.5425,IT Management,165,2002,4,105,Miami,Miami Lakes
4459,ConnectYourCare,MD,53.1 Million,66.5297,Health,429,2002,5,189,Baltimore,Hunt Valley
4460,Vault Communications,PA,7.3 Million,66.5169,Advertising & Marketing,43,1989,3,24,Philadelphia,Plymouth Meeting
4461,Maryland and Delaware Group of Long and Foster,MD,123.6 Million,66.4544,Real Estate,18,2014,2,3,,Salisbury
4462,MedRisk,PA,570 Million,66.3919,Health,841,1994,13,582,Philadelphia,King of Prussia
4463,Connective Talent,TX,11.1 Million,66.3626,Human Resources,50,2011,4,40,Houston,Houston
4464,Lumitec Lighting,FL,16.6 Million,66.3487,Engineering,55,2007,8,43,Miami,delray beach
4465,SyncHR,CO,7.7 Million,66.3259,Human Resources,122,2010,1,70,Denver,Denver
4466,Intellect Solutions,VA,13.9 Million,66.3024,Government Services,85,2002,1,45,"Washington, DC",Alexandria
4467,TENS Rx,TX,3.6 Million,66.2925,Health,25,2002,2,15,Houston,Montgomery
4468,Advanced Clinical,IL,106.5 Million,66.2221,Health,235,1994,4,136,Chicago,Deerfield
4469,Demco Automation,PA,3.6 Million,66.1973,Manufacturing,20,1989,2,14,Philadelphia,Quakertown
4470,PRA Business Events New Orleans,LA,5.4 Million,66.1683,Travel & Hospitality,75,2002,1,60,,NEW ORLEANS
4471,blueStone Staffing,IL,13.6 Million,66.1586,IT Management,84,2002,4,53,Chicago,Palatine
4472,Juno Search Partners,PA,6 Million,66.0544,Human Resources,163,2010,4,129,Philadelphia,Philadelphia
4473,eHealth Technologies,NY,22.5 Million,66.028,Health,246,2006,3,167,"Rochester, NY",West Henrietta
4474,Illuminate,MA,4.5 Million,65.9963,Business Products & Services,20,2004,1,10,Boston,Boston
4475,Bottlerocket Media,IL,2 Million,65.9844,Media,8,2011,1,2,Chicago,Oak Park
4476,Corporate Essentials,NJ,27.9 Million,65.9821,Food & Beverage,129,1996,8,80,New York City,Parsippany
4477,Globotech USA Corporation,FL,6.2 Million,65.9723,Advertising & Marketing,31,2009,1,16,Miami,Miami
4478,Tech-Keys,NJ,11.7 Million,65.9717,IT Management,52,2009,2,30,New York City,Howell
4479,Staff Matters,AZ,12 Million,65.9467,Human Resources,222,2010,4,136,,Tucson
4480,Midtown Home Improvements,MO,24 Million,65.926,Construction,110,1990,1,45,"St. Louis, MO-IL",Ofallon
4481,Envision Capital Group,CA,32.7 Million,65.9072,Financial Services,26,2007,5,13,Los Angeles,Laguna Hills
4482,The Eye Doctors,FL,4.9 Million,65.8973,Health,31,2008,1,33,Tampa,Tampa
4483,Dempsey Construction,CA,89.3 Million,65.8823,Construction,54,2010,1,37,San Diego,Carlsbad
4484,9Gauge Partners,TX,9 Million,65.8772,Financial Services,65,2011,5,50,Austin,Austin
4485,Parsonex Enterprises,CO,3.2 Million,65.8646,Financial Services,9,2011,1,3,Denver,Englewood
4486,Baskervill,VA,23.7 Million,65.8416,Engineering,152,1897,1,108,"Richmond, VA",Richmond
4487,Consolidated Analytics,CA,23 Million,65.8284,Financial Services,95,1996,1,50,Los Angeles,Ahaheim
4488,EDG,NY,5 Million,65.781,Engineering,28,2005,3,18,New York City,New York
4489,Aterra Real Estate,IA,7.3 Million,65.7707,Real Estate,10,2003,5,6,"Des Moines, IA",West Des Moines
4490,Azpro,AZ,11.7 Million,65.6457,Business Products & Services,91,2004,2,68,Phoenix,Avondale
4491,CoTa Global,CA,8 Million,65.6109,Consumer Products & Services,30,2004,6,30,Los Angeles,Chatsworth
4492,Scalar,UT,7 Million,65.5934,Financial Services,40,2009,2,27,Salt Lake City,Draper
4493,Pro Mach,KY,872.1 Million,65.5756,Manufacturing,3087,1998,9,1957,Cincinnati,Covington
4494,Fakhoury Global Immigration,MI,13.3 Million,65.5692,Business Products & Services,160,1997,1,90,Detroit,Troy
4495,Kenway Consulting,IL,12.3 Million,65.5504,IT Services,52,2004,1,32,Chicago,Chicago
4496,Avian,MD,43.4 Million,65.5446,Government Services,252,2005,10,150,,Lexington Park
4497,Trinity Solar,NJ,275.4 Million,65.5212,Energy,1581,1994,6,882,New York City,Wall
4498,Relevant Web Strategies,CA,2.4 Million,65.5187,Business Products & Services,3,2014,1,2,Los Angeles,Los Angeles
4499,Ingo Money,GA,28.3 Million,65.5081,Financial Services,185,2001,3,161,Atlanta,Alpharetta
4500,Aegis Law,MO,3.8 Million,65.508,Business Products & Services,25,2003,1,15,"St. Louis, MO-IL",Frontenac
4501,Azimuth,OH,20.3 Million,65.4605,Government Services,120,2001,4,75,,Beavercreek
4502,Sriven Technologies,VA,8.4 Million,65.435,IT System Development,72,2009,6,51,"Washington, DC",ASHBURN
4503,Bernard Health,TN,7.1 Million,65.4059,Human Resources,75,2006,3,68,Nashville,Nashville
4504,Summit Wealth Group,CO,9.2 Million,65.3965,Financial Services,55,2002,2,40,,Colorado Springs
4505,Vantage Point,WI,45.1 Million,65.3397,Computer Hardware,42,2006,6,28,Chicago,kenosha
4506,Path Interactive,NY,11.2 Million,65.2973,Advertising & Marketing,57,2006,4,34,New York City,New York
4507,Ameex Technologies,IL,8.6 Million,65.2888,Software,428,2007,6,307,Chicago,Schaumberg
4508,Highlands Residential Mortgage,TX,69.3 Million,65.2658,Financial Services,356,2010,3,215,Dallas,Dallas
4509,Q Ship USA,NY,5.5 Million,65.2393,Logistics & Transportation,15,2013,3,10,New York City,Brooklyn
4510,Premier Automation,PA,22.3 Million,65.2339,Engineering,110,2001,1,90,"Pittsburgh, PA",Monroeville
4511,Source Alliance Network,IL,15.5 Million,65.2206,Logistics & Transportation,22,2010,3,13,Chicago,Chicago
4512,TicketManager,CA,23.4 Million,65.1876,Software,65,2007,5,26,Los Angeles,Calabasas
4513,Guaranteed Rate,IL,802.6 Million,65.1864,Financial Services,4642,2000,10,2885,Chicago,Chicago
4514,Poetic Systems,TX,3.7 Million,65.1019,Software,28,2007,4,36,Houston,Houston
4515,Equator Coffees,CA,19.5 Million,65.0602,Food & Beverage,143,1995,6,82,San Francisco,San Rafael
4516,Supreme Resources,GA,99.3 Million,65.0325,Business Products & Services,22,1988,7,15,Atlanta,Atlanta
4517,Fuel Talent,WA,6 Million,65.0247,Human Resources,35,2013,2,18,Seattle,Seattle
4518,United Real Estate Group,MO,41.5 Million,65.0214,Real Estate,95,1925,4,92,"Kansas City, MO-KS",Kansas City
4519,JW Construction,MA,22.8 Million,64.9986,Construction,40,1993,1,32,Boston,Burlington
4520,Intercare Therapy,CA,23 Million,64.9542,Health,680,1979,3,500,Los Angeles,Los Angeles
4521,Bizzell Corporation,WY,3.1 Million,64.9446,Government Services,38,2011,1,8,,Cheyenne
4522,Right Height Manufacturing,NH,4.9 Million,64.8979,Manufacturing,8,1991,3,11,,Manchester
4523,Special Aerospace Services,CO,14.5 Million,64.8856,Engineering,80,2007,3,25,"Boulder, CO",Boulder
4524,BM2 Freight Services,KY,36.6 Million,64.8569,Logistics & Transportation,32,2008,1,32,Cincinnati,Covington
4525,PMA,CA,10.3 Million,64.8537,Advertising & Marketing,24,1993,2,12,Los Angeles,Cerritos
4526,Compass Self Storage,OH,62.5 Million,64.8392,Logistics & Transportation,200,2007,4,157,Cleveland,Cleveland
4527,The Woodhouse Day Spas,TX,6.7 Million,64.8347,Health,2000,2003,4,1500,,Victoria
4528,A&P Air Conditioning,FL,18.9 Million,64.8151,Construction,120,1982,1,66,Miami,Hialeah
4529,Myriad360,NY,151.4 Million,64.8031,IT Management,93,2003,11,96,New York City,New York
4530,ZZPerformance,MI,9.8 Million,64.7677,Consumer Products & Services,51,2001,2,27,,Wyoming
4531,TengoInternet,TX,10.2 Million,64.7597,Telecommunications,38,2002,9,38,Austin,Austin
4532,Spoke Marketing,MO,2.3 Million,64.7556,Advertising & Marketing,16,2008,3,16,"St. Louis, MO-IL",St. Louis MO
4533,The Signature Real Estate Companies,FL,18.8 Million,64.7332,Real Estate,40,2006,1,36,Miami,Boca Raton
4534,Dreamclinic,WA,4.7 Million,64.629,Health,130,2003,4,85,Seattle,Seattle
4535,PeopleG2,CA,4.1 Million,64.607,Business Products & Services,25,2001,4,20,Los Angeles,Brea
4536,Involta,IA,52.6 Million,64.5962,IT Management,245,2007,7,185,,Cedar Rapids
4537,All Safe Industries,KY,12.3 Million,64.5888,Security,19,1996,5,14,,Louisville
4538,Law Offices of Anidjar,FL,21.6 Million,64.5531,Consumer Products & Services,75,2005,2,45,Miami,Fort Lauderdale
4539,3Pillar Global,VA,53.7 Million,64.5387,Software,899,2006,8,657,"Washington, DC",Fairfax
4540,Double Good,IL,15.3 Million,64.5156,Food & Beverage,54,1998,12,30,Chicago,Burr Ridge
4541,Ascend Staffing,UT,73.7 Million,64.4826,Human Resources,131,1969,1,79,"Ogden-Clearfield, UT",North Salt Lake
4542,PICS ITech,NJ,6.5 Million,64.3773,IT Services,28,1994,1,24,Philadelphia,Mt. Holly
4543,Thermal-Vac Technology,CA,10.7 Million,64.3451,Manufacturing,76,1985,1,41,Los Angeles,Orange
4544,Convergence Consulting Group,FL,17.7 Million,64.3259,IT Management,89,2002,10,55,Tampa,Tampa
4545,Rendition Infosec,GA,2 Million,64.3139,Security,25,2013,1,4,,Augusta
4546,Organicix,NV,9.9 Million,64.3033,Consumer Products & Services,25,2010,1,10,"Las Vegas, NV",Las Vegas
4547,Sunny Days In-Home Care,PA,8.2 Million,64.2837,Health,400,2011,4,150,"Pittsburgh, PA",McMurray
4548,Flowing Wells Landscape,AZ,4 Million,64.2155,Construction,33,1998,1,19,Phoenix,Chandler
4549,Kinetix,PA,14.9 Million,64.1511,Security,76,1993,5,47,Philadelphia,Boothwyn
4550,TradeTec Skyline,IL,17.8 Million,64.1389,Business Products & Services,49,1999,1,40,Chicago,Lombard
4551,Financial Carrier Services,FL,8.3 Million,64.1223,Logistics & Transportation,45,2010,2,26,Miami,Fort Lauderdale
4552,Abacus Group,NY,28.5 Million,64.1191,IT Services,107,2008,2,88,San Francisco,New York
4553,Educere,PA,8.1 Million,64.1139,Education,31,2002,8,20,Philadelphia,Fort Washington
4554,Silicus Technologies,TX,22.1 Million,64.1073,IT System Development,700,2000,7,550,Houston,Houston
4555,SS Industries,PA,17.2 Million,64.0788,Manufacturing,107,2008,4,81,Philadelphia,COLLEGEVILLE
4556,IDS International Government Services,VA,44.7 Million,64.0436,Government Services,0,2006,3,682,"Washington, DC",Arlington
4557,Windsong Productions,CA,2.2 Million,64.0324,Media,13,2011,1,11,,Fresno
4558,Insight Technology Solutions,MD,26.7 Million,63.9893,Government Services,140,1999,5,110,"Washington, DC",Bowie
4559,RxLogix Corporation,NJ,17.6 Million,63.933,IT Services,53,2010,1,34,,Princeton
4560,Netsertive,NC,74.1 Million,63.9256,Advertising & Marketing,184,2009,7,238,"Raleigh, NC",Morrisville
4561,Hooten Construction,MD,22.1 Million,63.9217,Construction,20,2014,1,7,Baltimore,Columbia
4562,Angler Construction,TX,55.6 Million,63.8786,Construction,38,2010,2,17,Houston,Houston
4563,A-Tech Consulting,CA,3.6 Million,63.8688,Environmental Services,32,2002,2,16,Los Angeles,Orange
4564,Transport Express,MN,16.7 Million,63.8643,Logistics & Transportation,10,1990,3,8,Minneapolis,Eagan
4565,Force Marketing,GA,54.6 Million,63.8268,Advertising & Marketing,105,2007,10,98,Atlanta,Atlanta
4566,Avizion Technologies Group Company,TX,5.4 Million,63.8155,IT Services,42,2000,1,30,Dallas,Dallas
4567,Atlantic Blowers,TX,3.2 Million,63.7573,Manufacturing,8,2005,2,9,Dallas,Dallas
4568,Vanguard Fire Systems,TX,9.4 Million,63.7531,Construction,44,1998,2,38,Austin,Pflugerville
4569,Seeking Health,WA,19 Million,63.7429,Health,22,2011,5,18,,Bellingham
4570,Customized Energy Solutions,PA,42.6 Million,63.718,Energy,170,1998,11,120,Philadelphia,Philadelphia
4571,TM5 Properties,TX,3.5 Million,63.714,Real Estate,7,2010,2,5,,College Station
4572,Ctems,CA,15.2 Million,63.6505,Manufacturing,70,2011,4,150,San Jose,Milpitas
4573,Palmer Signs,CA,2.3 Million,63.615,Advertising & Marketing,15,1990,1,9,,Roseville
4574,PrimeRevenue,GA,34.3 Million,63.5816,Financial Services,151,2003,8,63,Atlanta,Atlanta
4575,Morton,VA,12.8 Million,63.5428,IT Management,173,2006,5,122,"Richmond, VA",Richmond
4576,OPAV,FL,7.6 Million,63.5345,Media,49,2008,4,30,"Orlando, FL",Orlando
4577,Triangle Insights Group,NC,8.5 Million,63.5118,Business Products & Services,25,2013,2,18,"Durham, NC",Durham
4578,180 Engineering,IL,5.4 Million,63.3568,Engineering,100,2008,1,30,Chicago,Lisle
4579,Powertrain Products,MD,16.6 Million,63.3308,Manufacturing,23,2007,5,17,Baltimore,Stevensville
4580,Comfort Supply,PA,25.4 Million,63.324,Consumer Products & Services,34,1985,1,22,"Pittsburgh, PA",Pittsburgh
4581,Oasis Turf & Tree,OH,5.7 Million,63.3052,Consumer Products & Services,48,1996,5,36,Cincinnati,Loveland
4582,Apex HCM,GA,10.3 Million,63.2874,Software,56,2008,6,20,Atlanta,Roswell
4583,eTek IT Services,IL,10.3 Million,63.2582,IT Management,80,2004,5,35,Chicago,Schaumberg
4584,10Pearls,VA,16.2 Million,63.2355,IT Services,402,2004,1,25,"Washington, DC",Vienna
4585,Factory Expo Home Centers,AZ,96.4 Million,63.2245,Retail,125,1999,4,75,Phoenix,Chandler
4586,Kidd Roofing,TX,41.6 Million,63.198,Construction,100,1982,6,80,Austin,Austin
4587,Advanced Electronic Designs,MT,3.9 Million,63.1891,Engineering,24,1994,2,19,,Bozeman
4588,Brewer & Stratton Property Management,AZ,4.2 Million,63.1838,Real Estate,21,2012,2,16,Phoenix,Mesa
4589,Americorp-The Matt Laricy Group,IL,2.8 Million,63.1646,Real Estate,9,1978,4,5,Chicago,Chicago
4590,SBC Contractors,CA,2 Million,63.1469,Construction,5,2003,1,4,,Roseville
4591,Artful Living,MN,2.7 Million,63.107,Media,10,2008,1,5,Minneapolis,Minneapolis
4592,Crepes a Latte,IL,8.8 Million,63.0906,Advertising & Marketing,27,2001,2,15,Chicago,Vernon Hills
4593,MCCi,FL,22.2 Million,63.0317,Business Products & Services,92,2003,3,48,,Tallahassee
4594,International Van Lines ( Ocean Star International ),FL,8.6 Million,63.017,Logistics & Transportation,30,2007,1,8,Miami,Coral Springs
4595,LuminFire,MN,2.3 Million,62.9928,Software,19,1986,1,9,Minneapolis,Minneapolis
4596,Liquid Web,MI,113.4 Million,62.9768,IT Management,531,1997,12,449,,Lansing
4597,Sustainable Supply,CO,20.2 Million,62.9677,Retail,21,2009,7,16,Denver,Broomfield
4598,EmpireWorks,CA,52 Million,62.8606,Construction,500,2002,4,300,Los Angeles,Irvine
4599,Fresh Concepts,CA,11.5 Million,62.8573,Food & Beverage,35,1987,2,24,"Inland Empire, CA",Murrieta
4600,Highwire Public Relations,CA,17.9 Million,62.8264,Advertising & Marketing,74,2008,7,55,San Francisco,San Francisco
4601,C&H Baseball,FL,4 Million,62.822,Manufacturing,15,1999,2,9,"Sarasota-Bradenton-Venice, FL",Lakewood Ranch
4602,OVM Financial,VA,34.7 Million,62.7933,Financial Services,155,2001,5,113,Virginia Beach,Chesapeake
4603,Biotech X-ray,MO,18.4 Million,62.769,Health,160,1994,2,90,"St. Louis, MO-IL",St. Louis
4604,IntraLogic Solutions,NY,14.1 Million,62.7528,Security,60,2004,7,55,New York City,Massapequa
4605,Invariant,DC,12.1 Million,62.7131,Business Products & Services,19,2007,1,13,"Washington, DC",Washington
4606,TargetX.com,CA,18.1 Million,62.6784,Advertising & Marketing,71,1998,9,79,Philadelphia,Oakland
4607,ForceBrands,NY,11.5 Million,62.678,Human Resources,61,2007,4,50,New York City,New York
4608,Safety Management Group,IN,30.6 Million,62.6689,Business Products & Services,190,1991,6,139,"Indianapolis, IN",Indianapolis
4609,Total Quality Logistics,OH,3.6 Billion,62.6468,Logistics & Transportation,5493,1997,14,3791,Cincinnati,Cincinnati
4610,Pure Financial Advisors,CA,21.7 Million,62.6413,Financial Services,71,2007,5,50,San Diego,San Diego
4611,LINX,CO,98.9 Million,62.5901,Telecommunications,482,2003,8,312,Denver,Denver
4612,AvroKO,NY,20.9 Million,62.5227,Construction,101,2001,2,79,New York City,New York
4613,Morrow Family Medicine,GA,3.1 Million,62.5159,Health,27,2011,1,16,Atlanta,Cumming
4614,ExpoMarketing Group,CA,6.5 Million,62.5038,Business Products & Services,25,1991,1,18,Los Angeles,Tustin
4615,The Denzel Group,PA,3.8 Million,62.4975,Human Resources,12,2006,3,6,"Allentown-Bethlehem-Easton, PA-NJ",Allentown
4616,Rock Solid Stabilization,WI,49.5 Million,62.4633,Construction,135,2007,1,110,,Genoa City
4617,Brewer Enterprises,AZ,50.7 Million,62.4551,Construction,286,1990,1,185,Phoenix,Phoenix
4618,SoftClouds,CA,8.4 Million,62.445,IT Management,126,2005,3,52,San Diego,San Diego
4619,SwipeClock,UT,18.7 Million,62.4128,Software,97,1999,9,51,Salt Lake City,South Jordan
4620,Ntiva,VA,25.3 Million,62.4047,IT Management,106,2004,6,70,"Washington, DC",McLean
4621,Infinite Windows,FL,10.8 Million,62.3695,Construction,81,2008,2,27,Miami,Doral
4622,Quantum Workplace,NE,10.9 Million,62.3545,Software,66,2002,6,30,"Omaha-Council Bluffs, NE-IA",Omaha
4623,MuniciPAY,ME,4.8 Million,62.3391,Government Services,10,2008,5,7,,Portland
4624,Primary Staffing,IL,25.2 Million,62.2797,Human Resources,6000,2007,1,5500,Chicago,Chicago
4625,Pyramid Technologies,AZ,8.2 Million,62.2093,Manufacturing,30,2001,1,27,Phoenix,Mesa
4626,The Credit Pros,NJ,10.7 Million,62.118,Consumer Products & Services,65,2009,6,46,New York City,Newark
4627,Americollect,WI,28.4 Million,62.0759,Health,275,1964,11,258,,Manitowoc
4628,Nexgrill Industries,CA,203.7 Million,62.0574,Consumer Products & Services,69,1993,4,57,"Inland Empire, CA",Chino
4629,Cumming,CA,166.4 Million,62.0528,Construction,750,1996,3,400,Los Angeles,Los Angeles
4630,Pinnacle Lodging,CO,10.8 Million,62.0379,Travel & Hospitality,21,2012,4,15,,Frisco
4631,HazTek,NJ,27.1 Million,62.0362,Business Products & Services,210,1997,6,140,Philadelphia,Medford
4632,Sentinel Security Solutions,CA,2.1 Million,62.0283,Security,16,2009,1,6,,Grover Beach
4633,Streamline Publishing,FL,7.8 Million,61.9777,Advertising & Marketing,25,1987,5,15,Miami,Boca Raton
4634,J.C. Restoration,IL,21.2 Million,61.955,Construction,100,1982,3,85,Chicago,Rolling Meadows
4635,Julianna Rae,MA,2.1 Million,61.9375,Retail,5,2004,1,4,Boston,Burlington
4636,Landscape Workshop,AL,41.7 Million,61.8986,Environmental Services,332,1984,1,324,"Birmingham, AL",Birmingham
4637,Sacramento Rack and Shelving,CA,6.8 Million,61.8804,Business Products & Services,16,2001,1,10,,Sacramento
4638,TouchSource,CO,9.2 Million,61.8637,Business Products & Services,44,1985,5,22,"Boulder, CO",Lafayette
4639,MSC Development,TX,3.9 Million,61.8412,Consumer Products & Services,18,1997,1,12,Dallas,Fort Worth
4640,Innovative Office Solutions,MN,141.4 Million,61.8238,Business Products & Services,285,2001,11,175,Minneapolis,Burnsville
4641,VHA Prepaid Wireless,CA,349.9 Million,61.7994,Telecommunications,85,2001,1,50,Los Angeles,Diamond Bar
4642,ARG - AgentHR Recruiting Group,GA,16.3 Million,61.7955,Human Resources,285,1998,4,162,Tampa,Suwanee
4643,TruTech Tools,OH,10.9 Million,61.7463,Business Products & Services,12,2007,3,9,,Mogadore
4644,"Peterman Heating, Cooling & Plumbing",IN,15.7 Million,61.7196,Consumer Products & Services,120,1986,1,40,"Indianapolis, IN",Indianapolis
4645,Secure Medical,AZ,29 Million,61.6907,Health,20,1998,1,27,Phoenix,tempe
4646,Klemchuk,TX,4.5 Million,61.6037,Business Products & Services,17,2009,1,18,Dallas,Dallas
4647,SunDance Marketing Solutions,FL,11.2 Million,61.6015,Manufacturing,70,2004,2,45,"Orlando, FL",Orlando
4648,Accellis Technology Group,OH,5 Million,61.5656,IT Management,30,2001,3,17,Cleveland,Cleveland
4649,Dana's Bakery,NJ,2 Million,61.5447,Food & Beverage,40,2012,2,10,New York City,South Hackensack
4650,Northside Tool Rental,GA,3.7 Million,61.5419,Retail,26,1953,1,18,Atlanta,Atlanta
4651,Precision Laser Services,IN,4.4 Million,61.5413,Manufacturing,47,1941,3,31,,Fort Wayne
4652,Softworld,MA,84.3 Million,61.5164,Human Resources,130,1993,5,75,Boston,Waltham
4653,Neogov,CA,37.7 Million,61.4874,Human Resources,180,1999,8,99,Los Angeles,El Segundo
4654,Meeting Tomorrow,IL,22.7 Million,61.4717,Business Products & Services,95,2003,6,61,Chicago,Chicago
4655,Trilliant Surgical,TX,19.2 Million,61.4461,Health,69,2007,5,36,Houston,Houston
4656,MedSource,TX,29.5 Million,61.4344,Health,115,1997,7,75,Houston,Houston
4657,TechMD,CA,7.7 Million,61.4322,IT Management,61,2003,6,31,Los Angeles,South Coast Metro
4658,Dynamic Systems,CA,201.1 Million,61.4012,IT Management,67,1991,9,58,Los Angeles,El Segundo
4659,OPYS,IN,8.8 Million,61.359,Health,55,2012,2,30,"Indianapolis, IN",Indianapolis
4660,The Copley Consulting Group,MA,11.3 Million,61.3019,IT Management,45,1989,3,25,,Woburn
4661,Clickstop,IA,45.8 Million,61.2981,Consumer Products & Services,173,2005,10,145,,Urbana
4662,Weatherly Asset Management,CA,5.6 Million,61.2981,Financial Services,12,1994,1,8,San Diego,Del Mar
4663,Internet Creations,NJ,7.9 Million,61.2342,Software,45,1996,7,30,,Hamilton
4664,RebelMouse,NY,5.6 Million,61.2127,Software,42,2012,1,96,New York City,New York
4665,Goldenhelix,MT,3.9 Million,61.1315,Software,18,1998,1,18,,Bozeman
4666,InfoWorks,TN,22.9 Million,61.0998,IT System Development,109,1997,4,88,Nashville,Nashville
4667,Motivworks,WA,10.4 Million,61.0934,Business Products & Services,86,2013,1,39,Seattle,Seattle
4668,American Painting & Renovations,GA,24.8 Million,61.0438,Construction,22,1991,6,18,Atlanta,Suwanee
4669,Common Angle,MI,3.4 Million,60.9663,IT Services,20,2012,1,13,,Petoskey
4670,Carpet Source,FL,7 Million,60.9597,Consumer Products & Services,14,2003,1,8,"Orlando, FL",WINTER PARK
4671,Annex Wealth Management,WI,18 Million,60.9441,Financial Services,70,2001,2,44,Milwaukee,Elm Grove
4672,Modern Technology Solutions,VA,213.2 Million,60.9418,Engineering,1000,1993,9,600,"Washington, DC",Alexandria
4673,Carolinas IT,NC,15.1 Million,60.9309,IT Services,68,1996,1,57,"Raleigh, NC",Raleigh
4674,Consolidated Asset Recovery Systems,NC,53 Million,60.9306,Software,90,2005,8,65,"Raleigh, NC",Raleigh
4675,MDG Connected Solutions,IL,11.3 Million,60.9268,Telecommunications,25,1988,1,15,Chicago,Crystal Lake
4676,Park Square Homes,FL,178.7 Million,60.9029,Construction,135,1984,3,90,"Orlando, FL",Orlando
4677,Benchmark Realty,TN,64.9 Million,60.8143,Real Estate,1012,2006,5,485,Nashville,Franklin
4678,BravoTECH,TX,22.8 Million,60.812,Human Resources,188,1996,3,149,Dallas,Dallas
4679,Butters Construction & Development,FL,82.6 Million,60.8118,Real Estate,50,1986,1,40,Miami,Coconut Creek
4680,XpoSolutions,IL,8.1 Million,60.7935,Logistics & Transportation,16,2010,4,12,Chicago,Lemont
4681,S. Bravo Systems,CA,24.4 Million,60.754,Manufacturing,150,1987,1,115,Los Angeles,Commerce
4682,K. Parks Consulting,FL,3.9 Million,60.7438,Education,7,2008,2,5,,Melbourne
